WhiteElo,BlackElo,Result,Termination,Opening,ECO,TimeControl
1810,1763,0-1,Normal,Robatsch (Modern) Defense,B06,1200+3
1553,1612,0-1,Normal,Elephant Gambit,C40,300+0
1412,1372,0-1,Normal,Horwitz Defense,A40,240+4
1640,1636,1-0,Normal,Nimzo-Larsen Attack: Modern Variation #3,A01,420+3
1608,1456,1-0,Normal,English Defense #2,A40,180+0
1488,1650,1-0,Normal,French Defense: Exchange Variation,C01,60+0
1447,1433,0-1,Time forfeit,King's Pawn Game: Dresden Opening,C44,120+3
1543,1276,1-0,Normal,"King's Gambit Accepted, Schallopp Defense",C34,300+0
1507,1472,1-0,Normal,Zukertort Opening: Queen's Gambit Invitation,A04,600+0
1632,1503,1-0,Time forfeit,Nimzowitsch Defense: Scandinavian Variation,B00,60+0
1737,1929,0-1,Normal,French Defense: La Bourdonnais Variation,C00,300+0
1615,1728,0-1,Time forfeit,"Queen's Gambit Declined: Semi-Tarrasch, 5.cxd5",D41,180+0
1611,1699,0-1,Normal,"Four Knights Game: Spanish Variation, Classical Variation",C48,600+5
1755,1816,1-0,Normal,Benoni Defense: Benoni Gambit Accepted,A43,300+0
1410,1471,1-0,Time forfeit,Modern Defense,A40,300+0
1496,1640,0-1,Normal,Blackmar-Diemer Gambit,D00,60+0
1578,1387,0-1,Normal,Slav Defense #2,D10,960+5
1860,1578,1-0,Time forfeit,"Ruy Lopez: Exchange Variation, King's Bishop Variation",C68,120+1
1710,1630,1-0,Normal,French Defense: La Bourdonnais Variation,C00,60+1
1648,1489,0-1,Normal,French Defense: Exchange Variation,C01,60+0
1767,1743,0-1,Normal,Horwitz Defense,A40,300+0
1497,1734,0-1,Time forfeit,French Defense #2,C00,660+8
1566,1715,0-1,Normal,Sicilian Defense: McDonnell Attack,B21,120+0
1365,1503,1-0,Normal,Three Knights Opening #2,C46,1800+5
1705,1484,1-0,Normal,Slav Defense: Modern Line,D11,480+10
1224,1894,0-1,Normal,French Defense: King's Indian Attack,C00,180+0
1445,1434,1-0,Normal,Pirc Defense #3,B07,120+3
1621,1720,1/2-1/2,Normal,Dutch Defense: Queen's Knight Variation,A85,60+1
1739,1650,1-0,Normal,Queen's Gambit Accepted,D20,420+15
1387,1511,0-1,Time forfeit,Bird Opening,A02,60+0
1676,1613,1-0,Normal,Owen Defense,B00,300+0
1718,1995,1-0,Normal,Owen Defense,B00,60+1
1775,1783,1-0,Normal,Petrov's Defense,C42,1200+3
1457,1712,1-0,Time forfeit,Sicilian Defense: Bowdler Attack,B20,480+14
1543,1810,0-1,Normal,Sicilian Defense: Bowdler Attack,B20,300+8
1521,1329,0-1,Normal,King's Pawn Game: Damiano Defense,C40,420+9
1717,1624,1-0,Time forfeit,French Defense: La Bourdonnais Variation,C00,60+1
1618,1432,0-1,Normal,"Bishop's Opening: Vienna Hybrid, Spielmann Attack",C26,900+10
1625,1654,1-0,Normal,Sicilian Defense: Delayed Alapin Variation,B40,420+3
1936,1934,0-1,Normal,Sicilian Defense,B20,180+3
1517,1708,1-0,Time forfeit,Reti Opening #2,A04,600+0
1971,1378,1-0,Time forfeit,Pirc Defense #4,B07,60+0
1590,1616,1-0,Normal,English Opening: The Whale,C20,900+0
1737,1864,0-1,Time forfeit,Four Knights Game: Scotch Variation Accepted,C47,120+1
1604,1608,1-0,Normal,Slav Defense #2,D10,420+4
1547,1423,0-1,Time forfeit,Scandinavian Defense: Main Line,B01,300+0
1500,1541,1-0,Normal,French Defense: Marshall Variation,C10,180+0
1756,1756,0-1,Time forfeit,Horwitz Defense,A40,300+0
2008,1654,0-1,Normal,Queen's Pawn Game #2,D00,180+0
1526,1633,1-0,Normal,Nimzowitsch Defense: Mikenas Variation,B00,420+10
1448,1377,1-0,Time forfeit,Old Indian: Czech Variation,A53,60+0
1616,1725,0-1,Normal,Dutch Defense: Normal Variation,A84,60+1
1936,1871,0-1,Normal,Indian Game,A45,300+2
1551,1374,1-0,Normal,Italian Game: Anti-Fried Liver Defense,C55,300+2
1639,1637,1-0,Normal,Queen's Pawn Game: Symmetrical Variation,D02,420+3
1405,1942,0-1,Normal,Torre Attack #2,A46,60+1
1500,976,1-0,Normal,Vienna Game: Vienna Gambit,C28,300+2
1746,1452,0-1,Normal,Zukertort Opening: Queen's Gambit Invitation,A04,300+2
1422,1455,1-0,Normal,Bishop's Opening: Boi Variation,C20,120+3
1705,1728,1-0,Normal,English Defense #2,A40,300+0
1458,1872,0-1,Normal,Horwitz Defense,A40,120+1
1470,1666,1-0,Normal,Queen's Pawn Game #2,D00,300+2
1944,1404,1-0,Normal,Reti Opening,A06,60+1
1347,1505,1-0,Normal,King's Pawn Game: Wayward Queen Attack,C20,420+9
1417,1376,0-1,Normal,"Sicilian Defense: O'Kelly Variation, Venice System",B28,300+3
1734,1608,0-1,Time forfeit,French Defense: La Bourdonnais Variation,C00,60+1
1945,2063,0-1,Time forfeit,"Italian Game: Two Knights Defense, Polerio Defense, Bishop Check Line",C58,180+0
1438,1628,1-0,Normal,Modern Defense,A40,300+0
1532,1516,0-1,Time forfeit,King's Gambit,C30,300+0
1323,1373,0-1,Time forfeit,King's Pawn Game: Macleod Attack,C20,600+8
1500,1672,1-0,Normal,Van't Kruijs Opening,A00,300+0
1329,1610,1-0,Time forfeit,Sicilian Defense,B20,120+8
1815,1533,0-1,Normal,"King's Gambit Accepted, King's Knight Gambit",C37,300+8
1368,972,1-0,Time forfeit,Italian Game: Giuoco Pianissimo,C50,300+2
1367,1500,0-1,Normal,Bird Opening: Dutch Variation,A03,60+0
1529,1559,1-0,Normal,"Italian Game: Scotch Gambit, Max Lange Attack, Spielmann Defense",C56,300+2
1620,1360,1-0,Normal,Zukertort Opening: Kingside Fianchetto,A04,60+0
1403,1946,1-0,Normal,Canard Opening,A45,60+1
1428,1673,1-0,Time forfeit,Queen's Gambit Refused: Marshall Defense,D06,120+0
1767,1749,1-0,Normal,Van't Kruijs Opening,A00,300+0
1692,1479,1-0,Normal,Sicilian Defense: Paulsen-Basman Defense,B40,480+14
1500,1355,1-0,Time forfeit,Van't Kruijs Opening,A00,60+0
1618,1553,1-0,Normal,King's Pawn Game: Wayward Queen Attack,C20,420+10
1906,1426,1-0,Normal,Queen's Pawn Game: Zukertort Variation,D02,60+1
1626,1653,0-1,Normal,Sicilian Defense: Delayed Alapin Variation,B40,420+3
1532,1749,1-0,Normal,Italian Game: Anti-Fried Liver Defense,C55,600+0
1698,1465,1-0,Normal,English Opening: Agincourt Defense,A13,120+2
1443,1436,1-0,Time forfeit,Pirc Defense: Austrian Attack,B09,120+3
1454,1602,0-1,Normal,Queen's Pawn Game: Mason Attack,D00,300+0
1746,1772,1/2-1/2,Normal,Queen's Pawn Game: Zukertort Variation,D02,300+0
1629,1623,0-1,Time forfeit,French Defense: King's Indian Attack,C00,0+1
1349,1502,0-1,Time forfeit,Bird Opening: Dutch Variation,A03,60+0
1379,1534,0-1,Time forfeit,King's Pawn Game: Mengarini's Opening,C20,240+0
2075,1938,1-0,Time forfeit,Sicilian Defense: Accelerated Dragon,B36,180+0
1738,1778,1-0,Normal,French Defense: Normal Variation,C00,300+0
1615,1602,1-0,Normal,Queen's Gambit Accepted: Old Variation,D20,420+4
1469,1545,0-1,Normal,King's Pawn Game: Wayward Queen Attack,C20,300+0
1364,1229,1-0,Normal,King's Pawn Game: Wayward Queen Attack,C20,420+9
1800,1633,1-0,Time forfeit,Philidor Defense,C41,720+0
1460,1600,1-0,Time forfeit,Queen's Pawn Game: Mason Attack,D00,900+10
1342,1616,0-1,Time forfeit,Bird Opening,A02,60+0
1441,1561,0-1,Normal,Pirc Defense #5,B07,960+5
1909,1555,1-0,Normal,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan",D02,60+1
1799,1728,0-1,Time forfeit,Italian Game: Anti-Fried Liver Defense,C55,600+0
1922,1548,1-0,Normal,Queen's Pawn Game: Stonewall Attack,D00,300+2
1748,1657,1-0,Normal,Queen's Gambit Declined,D30,420+15
1746,1924,0-1,Normal,Italian Game: Two Knights Defense,C55,180+3
1424,1454,0-1,Time forfeit,King's Knight Opening: Normal Variation,C44,120+3
1703,1370,1-0,Normal,Italian Game: Anti-Fried Liver Defense,C55,300+2
1765,1751,1-0,Normal,Van't Kruijs Opening,A00,300+0
1500,1500,1/2-1/2,Normal,Queen's Pawn Game #2,D00,300+5
968,1939,0-1,Time forfeit,"Englund Gambit Declined, Reversed French",A40,300+2
1625,1447,1-0,Time forfeit,Reti Opening: Advance Variation,A09,300+0
1604,1500,1-0,Normal,French Defense: Normal Variation,C00,300+8
1698,1473,1-0,Normal,Elephant Gambit: Paulsen Countergambit,C40,480+14
1931,2086,0-1,Time forfeit,Queen's Gambit Declined: Barmen Variation,D37,180+0
1337,1914,0-1,Normal,Bird Opening: From's Gambit,A02,60+1
1537,1628,1/2-1/2,Normal,"Nimzowitsch Defense, Declined Variation",B00,420+10
1828,1974,0-1,Normal,Sicilian Defense: Alapin Variation,B22,300+8
1404,1240,0-1,Normal,Scotch Game,C44,300+3
1930,1740,0-1,Time forfeit,"Lion Defense: Anti-Philidor, Lion's Cave",B07,180+3
1491,1916,0-1,Time forfeit,Colle System #2,D05,60+1
1336,1480,1-0,Time forfeit,Bird Opening: From's Gambit,A02,60+0
1606,1450,1-0,Normal,Sicilian Defense: Paulsen Variation,B44,300+0
1790,1553,1-0,Normal,Queen's Pawn Game: Chigorin Variation,D01,300+0
1536,2180,1-0,Time forfeit,Old Benoni Defense #2,A43,60+0
1484,1214,1-0,Normal,"Queen's Pawn Game: Veresov Attack, Alburt Defense",D00,900+10
1316,1366,0-1,Normal,King's Pawn Game: Wayward Queen Attack,C20,420+0
1353,1561,0-1,Time forfeit,Bird Opening,A02,60+0
1479,1804,0-1,Time forfeit,Indian Game,A45,420+8
1544,1367,1-0,Normal,Italian Game: Anti-Fried Liver Defense,C55,300+2
1739,1925,1-0,Normal,French Defense: Rubinstein Variation,C10,300+2
1625,1669,1-0,Normal,Queen's Gambit Accepted: Old Variation,D20,420+4
1492,1591,1-0,Normal,Scandinavian Defense: Mieses-Kotroc Variation,B01,660+8
2096,1924,0-1,Normal,Sicilian Defense: Open #3,B32,180+0
1795,1746,1-0,Time forfeit,"Queen's Pawn Game: Veresov Attack, Classical Defense",D01,300+0
1729,1753,0-1,Time forfeit,Four Knights Game: Scotch Variation,C47,60+1
1465,1919,0-1,Time forfeit,Paleface Attack,A45,60+1
1780,1672,0-1,Time forfeit,Blackmar-Diemer Gambit: Ziegler Defense,D00,60+0
1764,1719,1-0,Time forfeit,Sicilian Defense: Hyperaccelerated Fianchetto,A42,60+0
1638,1641,0-1,Normal,Queen's Gambit Refused: Marshall Defense,D06,420+4
1913,1740,1-0,Normal,Zukertort Opening: Tennison Gambit,A06,180+3
1922,1463,1-0,Normal,Philidor Defense,C41,60+1
1985,1940,1-0,Time forfeit,Queen's Pawn Game #2,D00,180+0
1774,1689,0-1,Normal,Ruy Lopez: Classical Variation,C64,60+0
1666,1616,1-0,Normal,Nimzo-Larsen Attack: Modern Variation #3,A01,420+3
1752,1701,1/2-1/2,Normal,French Defense: Knight Variation,C00,180+3
1625,1542,0-1,Normal,Center Game: Paulsen Attack Variation,C22,420+10
1647,1528,1-0,Normal,Philidor Defense,C41,240+3
1771,1761,1-0,Normal,Blackmar-Diemer Gambit: Gedult Gambit,D00,60+0
1222,1371,1-0,Normal,King's Pawn Game: Wayward Queen Attack,C20,420+9
1925,1622,0-1,Time forfeit,English Opening: Symmetrical Variation,A30,60+1
1759,1575,1-0,Normal,King's Gambit Accepted: King Knight's Gambit,C39,1200+3
1909,1939,0-1,Normal,"King's Indian Defense: Normal Variation, Rare Defenses",E90,300+2
1892,968,1-0,Normal,"Russian Game: Damiano Variation, Kholmov Gambit",C42,300+2
1388,1527,1-0,Normal,Alekhine Defense: Four Pawns Attack,B03,300+3
1371,1702,0-1,Normal,Three Knights Opening,C46,120+2
1651,1590,1-0,Normal,Italian Game: Schilling-Kostic Gambit,C50,360+6
1500,1896,1-0,Time forfeit,Indian Game: Budapest Defense,A51,180+0
1806,1428,1-0,Time forfeit,Queen's Pawn Game: Chigorin Variation,D00,300+0
1566,1891,0-1,Time forfeit,Caro-Kann Defense,B10,60+1
1580,1669,1/2-1/2,Normal,Modern Defense,B06,360+6
1733,1919,1-0,Time forfeit,Ponziani Opening: Jaenisch Counterattack,C44,180+3
1737,1803,1-0,Normal,"Slav Defense: Quiet Variation, Schallopp Defense",D12,300+0
1628,1418,0-1,Normal,Nimzo-Larsen Attack: Classical Variation,A01,960+5
1756,1660,1-0,Normal,Sicilian Defense: Smith-Morra Gambit #2,B21,360+0
1344,1739,0-1,Normal,Queen's Pawn Game: Colle System,D04,300+8
1865,1930,1-0,Normal,"Sicilian Defense: Accelerated Fianchetto, Maroczy Bind, 5...Bg7",B37,180+0
1563,1896,0-1,Time forfeit,Philidor Defense,C41,60+1
1360,1771,1-0,Normal,French Defense: Normal Variation,C00,300+0
1883,2072,1-0,Normal,"King's Gambit Accepted, King's Knight Gambit",C37,180+0
1546,1642,0-1,Normal,Italian Game: Anti-Fried Liver Defense,C55,480+0
1299,1269,1-0,Normal,Van't Kruijs Opening,A00,300+4
1649,1873,0-1,Time forfeit,"Ruy Lopez: Exchange Variation, Gligoric Variation",C69,420+5
1618,1449,1-0,Time forfeit,Scotch Game,C45,180+2
1562,1771,0-1,Normal,Scandinavian Defense: Panov Transfer,B01,1200+3
1808,1685,1-0,Time forfeit,Queen's Pawn Game: Chigorin Variation,D01,300+0
1765,1426,1-0,Normal,Caro-Kann Defense,B12,360+0
1997,1966,1-0,Normal,Queen's Pawn Game #2,D00,180+0
1504,1597,0-1,Time forfeit,Sicilian Defense: Closed,B23,720+0
2048,1900,0-1,Time forfeit,"Alekhine Defense: Scandinavian Variation, Geschev Gambit",B02,180+0
1650,1538,1-0,Normal,Philidor Defense #2,C41,480+0
1842,1568,1-0,Normal,Owen Defense,B00,240+0
1917,1878,0-1,Normal,"Sicilian Defense: Dragon, 6.Be3",B72,180+0
1421,1377,1-0,Normal,Philidor Defense #3,C41,420+0
1467,1612,1-0,Normal,Queen's Pawn Game: Franco-Sicilian Defense,C00,960+5
1467,1704,1-0,Time forfeit,Sicilian Defense: Bowdler Attack,B20,480+14
1790,1750,0-1,Normal,Scandinavian Defense: Mieses-Kotroc Variation,B01,300+0
1375,1428,0-1,Normal,Three Knights Opening,C46,300+0
1077,1442,1-0,Time forfeit,Zukertort Opening: Black Mustang Defense,A04,240+0
1790,1751,1-0,Normal,Englund Gambit Complex Declined,A40,300+1
1224,1867,0-1,Normal,"English Opening: Anglo-Indian Defense, Queen's Knight Variation",A16,-
1981,1744,1-0,Time forfeit,Queen's Gambit Refused: Marshall Defense,D06,600+0
1577,1475,1-0,Time forfeit,French Defense: Queen's Knight,C00,420+3
1552,1856,1-0,Normal,Sicilian Defense: Najdorf Variation,B90,240+0
1898,1488,1-0,Normal,French Defense: Exchange Variation,C01,300+0
1890,1905,1-0,Time forfeit,Russian Game: Three Knights Game,C42,180+0
1500,1670,0-1,Time forfeit,Sicilian Defense: Bowdler Attack,B20,180+0
1199,1490,0-1,Normal,Queen's Pawn Game: Chigorin Variation,D01,900+10
1355,1410,1-0,Normal,"King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit",C20,420+9
1768,1548,1-0,Normal,Bishop's Opening: Berlin Defense,C24,360+0
1902,1786,1-0,Normal,Sicilian Defense: Hyperaccelerated Fianchetto,A42,180+3
1703,1657,0-1,Normal,Scotch Game,C45,300+8
1773,1458,0-1,Normal,French Defense: Normal Variation,C00,360+0
1306,1345,1-0,Normal,Van Geet Opening: Napoleon Attack,A00,600+2
1656,1762,1-0,Normal,Ruy Lopez: Steinitz Defense,C62,300+8
1894,1915,0-1,Time forfeit,Scandinavian Defense: Modern Variation #2,B01,180+0
1380,1550,1-0,Normal,"Nimzowitsch Defense, Declined Variation",B00,480+8
1901,1621,0-1,Time forfeit,Queen's Pawn Game #2,D00,300+0
1530,1382,1-0,Time forfeit,Italian Game,C50,480+0
1761,1651,0-1,Normal,Queen's Pawn Game: Zukertort Variation,D02,300+0
1817,1404,1-0,Normal,"Queen's Pawn Game: Veresov Attack, Classical Defense",D01,300+0
1368,1146,1-0,Normal,King's Pawn Game: Wayward Queen Attack,C20,420+9
1330,1667,1-0,Normal,Hungarian Opening,A00,60+2
1926,1883,1-0,Normal,Sicilian Defense: Old Sicilian,B30,180+0
1695,1758,0-1,Normal,Van't Kruijs Opening,A00,360+0
1537,1415,0-1,Normal,Philidor Defense #3,C41,480+0
1596,1508,0-1,Normal,Van't Kruijs Opening,A00,960+5
1402,1819,0-1,Time forfeit,"Nimzowitsch Defense: Scandinavian Variation, Exchange Variation",B00,300+0
1448,1651,1-0,Time forfeit,Scotch Game: Classical Variation,C45,240+3
1310,1706,0-1,Time forfeit,Van't Kruijs Opening,A00,120+2
1874,1935,0-1,Time forfeit,Indian Game: Budapest Defense,A51,180+0
1427,1447,1-0,Time forfeit,Scandinavian Defense: Mieses-Kotroc Variation,B01,240+3
1338,1462,0-1,Normal,Hungarian Opening: Catalan Formation,A00,60+2
1699,1463,1-0,Normal,Sicilian Defense: Richter-Rauzer Variation,B60,180+0
1374,1585,0-1,Normal,Scandinavian Defense: Mieses-Kotroc Variation,B01,420+3
1347,1521,1-0,Time forfeit,Hungarian Opening,A00,60+2
1684,1488,0-1,Normal,Elephant Gambit,C40,480+14
1879,1607,1-0,Normal,French Defense: Exchange Variation,C01,300+0
1597,1585,0-1,Normal,Philidor Defense #3,C41,900+0
1748,1985,0-1,Normal,Dutch Defense: Classical Variation,A84,300+0
1603,1467,0-1,Time forfeit,Queen's Pawn Game: Zukertort Variation,D02,300+10
1821,2184,0-1,Normal,Indian Game,A45,300+0
1520,1703,0-1,Normal,Queen's Pawn Game: Zukertort Variation,D02,180+3
1865,1944,0-1,Time forfeit,"Alekhine Defense: Scandinavian Variation, Geschev Gambit",B02,180+0
1631,1476,0-1,Normal,English Opening: Agincourt Defense,A13,120+4
1308,1151,1-0,Normal,Van't Kruijs Opening,A00,300+4
1732,1884,0-1,Time forfeit,Semi-Slav Defense: Accelerated Move Order,D31,300+0
1711,1735,1-0,Normal,Queen's Gambit Declined: Traditional Variation,D30,480+10
1603,1335,0-1,Normal,Queen's Gambit Accepted: Rosenthal Variation,D21,180+0
1818,1699,1-0,Normal,Queen's Pawn Game: Chigorin Variation,D00,300+0
1439,1425,1-0,Time forfeit,Scandinavian Defense: Mieses-Kotroc Variation,B01,240+3
1612,1769,1-0,Time forfeit,Van't Kruijs Opening,A00,180+0
1499,1399,0-1,Normal,Three Knights Opening #2,C46,240+4
1557,1616,1-0,Normal,Sicilian Defense: Closed,B23,120+4
1583,1668,1-0,Normal,Italian Game: Anti-Fried Liver Defense,C55,360+6
1551,1457,1-0,Time forfeit,Owen Defense,B00,120+0
1596,1500,0-1,Time forfeit,French Defense: Knight Variation,C00,360+0
1464,1493,0-1,Normal,Philidor Defense #3,C41,240+3
1779,1746,1-0,Time forfeit,Four Knights Game: Italian Variation,C50,300+8
1691,1827,1-0,Normal,Scotch Game: Scotch Gambit,C44,300+0
1586,1710,1-0,Time forfeit,Sicilian Defense: Old Sicilian,B30,420+5
1686,1588,1-0,Normal,"Sicilian Defense: Lasker-Pelikan Variation, Schlechter Variation",B33,180+0
1722,1709,1-0,Normal,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation",B31,180+0
1549,1878,0-1,Normal,"Italian Game: Two Knights Defense, de Riviere Gambit",C55,1200+10
1953,1856,0-1,Normal,King's Gambit,C30,180+0
1604,1616,1-0,Normal,English Opening: King's English Variation,A20,120+4
1721,1709,1-0,Normal,Van't Kruijs Opening,A00,180+3
1308,1320,1-0,Time forfeit,Scandinavian Defense,B01,900+8
1590,1336,1-0,Normal,Scandinavian Defense: Mieses-Kotroc Variation,B01,420+3
1716,1414,1-0,Normal,"King's Gambit Accepted, Breyer Gambit",C33,240+4
1580,1694,1-0,Time forfeit,Queen's Gambit Declined: Barmen Variation,D37,180+0
1496,1185,1-0,Normal,Queen's Pawn Game: Mason Attack,D00,900+10
1892,1813,0-1,Normal,Old Benoni Defense,A43,300+0
1870,1939,0-1,Time forfeit,Indian Game: Budapest Defense,A51,180+0
1615,1717,0-1,Normal,English Opening: King's English Variation,A20,120+4
1810,1368,1-0,Normal,"Queen's Pawn Game: Veresov Attack, Classical Defense",D01,300+0
1450,1138,0-1,Time forfeit,Goldsmith Defense,B00,240+3
1454,1425,1-0,Time forfeit,Van't Kruijs Opening,A00,60+1
1657,1664,0-1,Normal,Russian Game: Cozio (Lasker) Attack,C42,120+2
1485,1500,0-1,Time forfeit,French Defense: Queen's Knight,C00,0+1
1473,1715,0-1,Normal,Queen's Pawn Game,D00,180+0
1675,1692,1-0,Time forfeit,Zukertort Opening: Sicilian Invitation,A04,60+0
1679,1595,0-1,Normal,"Sicilian Defense: Lasker-Pelikan Variation, Schlechter Variation",B33,180+0
1410,1719,0-1,Normal,Sicilian Defense: French Variation,B40,240+4
1543,1583,1-0,Normal,Robatsch (Modern) Defense,B06,960+5
1329,1547,0-1,Normal,Scandinavian Defense,B01,0+10
1812,1729,0-1,Normal,"French Defense: Advance Variation, Milner-Barry Gambit",C02,300+0
1948,1861,1-0,Time forfeit,Kadas Opening,A00,180+0
1315,1444,1-0,Normal,Van't Kruijs Opening,A00,300+4
1500,1785,1-0,Time forfeit,King's Pawn Game,C20,540+8
1508,1520,0-1,Normal,Van't Kruijs Opening,A00,600+5
1687,1825,0-1,Normal,Zukertort Opening: Sicilian Invitation,A04,60+0
1277,1072,1-0,Time forfeit,Philidor Defense #3,C41,360+9
1483,1597,0-1,Time forfeit,Queen's Pawn Game,D00,360+6
1350,1343,1-0,Normal,Queen's Pawn Game,D00,300+0
1609,1665,1-0,Time forfeit,Queen's Gambit Declined: Barmen Variation,D37,180+0
1856,1680,1-0,Time forfeit,Sicilian Defense #2,B54,60+0
1843,1876,0-1,Normal,Queen's Gambit Declined,D30,300+0
1519,1442,0-1,Normal,Scandinavian Defense: Main Line,B01,300+4
1853,1956,1/2-1/2,Time forfeit,Indian Game: Budapest Defense,A51,180+0
1674,1880,0-1,Time forfeit,Zukertort Opening: Pirc Invitation,A04,60+0
1607,1574,1-0,Normal,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Modern Line",B76,300+8
1425,1744,0-1,Normal,Caro-Kann Defense: Hillbilly Attack,B00,300+2
1430,1354,0-1,Normal,"Sicilian Defense: Canal Attack, Main Line",B52,240+3
1514,1340,1-0,Normal,Queen's Pawn Game,D00,540+0
1743,1741,0-1,Time forfeit,Englund Gambit Complex: Englund Gambit,A40,300+0
1478,1488,1-0,Time forfeit,Vienna Game,C27,0+1
1470,1489,1-0,Time forfeit,French Defense,C00,0+1
1176,1455,0-1,Normal,Sicilian Defense: Bowdler Attack,B20,240+3
1900,1668,1-0,Normal,Robatsch (Modern) Defense,B06,60+0
1738,2079,0-1,Normal,Sicilian Defense: Bowdler Attack,B20,600+0
1324,1675,1/2-1/2,Normal,Pirc Defense #4,B07,180+0
1879,1551,1-0,Normal,"Queen's Gambit Declined: Semi-Tarrasch, 5.cxd5",D41,300+3
1387,1577,1-0,Normal,Horwitz Defense,A40,300+8
1316,1331,1-0,Normal,Queen's Pawn Game #3,D00,300+0
1500,1735,0-1,Normal,Four Knights Game: Scotch Variation Accepted,C47,300+8
1953,1856,1-0,Time forfeit,French Defense: Steinitz Variation #2,C11,180+0
1888,1304,1-0,Time forfeit,Englund Gambit Complex: Felbecker Gambit,A40,300+0
1416,1370,1-0,Normal,Sicilian Defense: Bowdler Attack,B20,240+3
1477,1663,1-0,Normal,Sicilian Defense: Closed Variation,B23,60+0
1748,1415,1-0,Normal,"Pterodactyl Defense: Queen Pterodactyl, Quiet Line",A40,300+2
1498,1606,1-0,Normal,Queen's Pawn Game: Colle System,D04,600+5
1706,2014,1-0,Time forfeit,Scandinavian Defense: Mieses-Kotroc Variation,B01,300+0
1802,1735,0-1,Time forfeit,Queen's Gambit Refused: Marshall Defense,D06,600+0
1646,1494,1-0,Time forfeit,English Opening: Agincourt Defense #3,A13,60+0
1652,1600,0-1,Normal,"Sicilian Defense: Accelerated Dragon, Modern Bc4 Variation",B35,300+5
1456,1430,1-0,Time forfeit,Horwitz Defense,A40,900+0
1331,1547,0-1,Normal,Saragossa Opening,A00,300+4
1848,1961,1-0,Normal,Benoni Defense,A56,180+0
1426,1487,1-0,Normal,Scandinavian Defense: Mieses-Kotroc Variation,B01,240+3
1487,1653,0-1,Normal,Sicilian Defense: Closed Variation,B23,60+0
